FCSFileNames,Sample,Experiment,Tissue,Mouse Number,For_Vlookup,UniqueMouseID,Treatment,Timepoint,Sex,Hh Dose,NTHi Dose,NTHi MET CFUml,Log10(CFUml),Developed OM
EXP40_Nasal Tissue_Mouse 6.fcs,CD45_EXP40_Nasal Tissue_Mouse 6.fcs,40,Nasal Tissue,6,40_6,236,Pam1ug+IAV+NTHi,144,F,NA,3.33E+06,9.17E+03,3.96E+00,OM
EXP40_Spleen_Mouse 1.fcs,CD45_EXP40_Spleen_Mouse 1.fcs,40,Spleen,1,40_1,231,Saline+IAV+NTHi,144,M,NA,3.33E+06,4.75E+06,6.68E+00,OM
EXP40_Spleen_Mouse 2.fcs,CD45_EXP40_Spleen_Mouse 2.fcs,40,Spleen,2,40_2,232,Saline+IAV+NTHi,144,F,NA,3.33E+06,1.75E+05,5.24E+00,OM
EXP40_Spleen_Mouse 3.fcs,CD45_EXP40_Spleen_Mouse 3.fcs,40,Spleen,3,40_3,233,Hh+IAV+NTHi,144,M,2.00E+07,3.33E+06,2.50E+01,9.60E-01,nOM
EXP40_Spleen_Mouse 4.fcs,CD45_EXP40_Spleen_Mouse 4.fcs,40,Spleen,4,40_4,234,Hh+IAV+NTHi,144,F,2.00E+07,3.33E+06,4.17E+02,2.62E+00,OM
EXP40_Spleen_Mouse 5.fcs,CD45_EXP40_Spleen_Mouse 5.fcs,40,Spleen,5,40_5,235,Pam1ug+IAV+NTHi,144,M,NA,3.33E+06,0.00E+00,9.60E-01,nOM
EXP40_Spleen_Mouse 6.fcs,CD45_EXP40_Spleen_Mouse 6.fcs,40,Spleen,6,40_6,236,Pam1ug+IAV+NTHi,144,F,NA,3.33E+06,9.17E+03,3.96E+00,OM
EXP41_Lung_Mouse 1.fcs,CD45_EXP41_Lung_Mouse 1.fcs,41,Lung,1,41_1,237,Saline+NTHi,144,M,NA,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Lung_Mouse 2.fcs,CD45_EXP41_Lung_Mouse 2.fcs,41,Lung,2,41_2,238,Saline+NTHi,144,F,NA,5.63E+06,2.33E+06,6.37E+00,OM
EXP41_Lung_Mouse 3.fcs,CD45_EXP41_Lung_Mouse 3.fcs,41,Lung,3,41_3,239,Hh+NTHi,144,M,2.33E+07,5.63E+06,3.33E+02,2.52E+00,OM
EXP41_Lung_Mouse 4.fcs,CD45_EXP41_Lung_Mouse 4.fcs,41,Lung,4,41_4,240,Hh+NTHi,144,F,2.33E+07,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Lung_Mouse 5.fcs,CD45_EXP41_Lung_Mouse 5.fcs,41,Lung,5,41_5,241,Pam1ug+NTHi,144,M,NA,5.63E+06,1.03E+05,5.01E+00,OM
EXP41_Lung_Mouse 6.fcs,CD45_EXP41_Lung_Mouse 6.fcs,41,Lung,6,41_6,242,Pam1ug+NTHi,144,F,NA,5.63E+06,3.50E+06,6.54E+00,OM
EXP41_Nasal Tissue_Mouse 1.fcs,CD45_EXP41_Nasal Tissue_Mouse 1.fcs,41,Nasal Tissue,1,41_1,237,Saline+NTHi,144,M,NA,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Nasal Tissue_Mouse 2.fcs,CD45_EXP41_Nasal Tissue_Mouse 2.fcs,41,Nasal Tissue,2,41_2,238,Saline+NTHi,144,F,NA,5.63E+06,2.33E+06,6.37E+00,OM
EXP41_Nasal Tissue_Mouse 3.fcs,CD45_EXP41_Nasal Tissue_Mouse 3.fcs,41,Nasal Tissue,3,41_3,239,Hh+NTHi,144,M,2.33E+07,5.63E+06,3.33E+02,2.52E+00,OM
EXP41_Nasal Tissue_Mouse 4.fcs,CD45_EXP41_Nasal Tissue_Mouse 4.fcs,41,Nasal Tissue,4,41_4,240,Hh+NTHi,144,F,2.33E+07,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Nasal Tissue_Mouse 5.fcs,CD45_EXP41_Nasal Tissue_Mouse 5.fcs,41,Nasal Tissue,5,41_5,241,Pam1ug+NTHi,144,M,NA,5.63E+06,1.03E+05,5.01E+00,OM
EXP41_Nasal Tissue_Mouse 6.fcs,CD45_EXP41_Nasal Tissue_Mouse 6.fcs,41,Nasal Tissue,6,41_6,242,Pam1ug+NTHi,144,F,NA,5.63E+06,3.50E+06,6.54E+00,OM
EXP41_Spleen_Mouse 1.fcs,CD45_EXP41_Spleen_Mouse 1.fcs,41,Spleen,1,41_1,237,Saline+NTHi,144,M,NA,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Spleen_Mouse 2.fcs,CD45_EXP41_Spleen_Mouse 2.fcs,41,Spleen,2,41_2,238,Saline+NTHi,144,F,NA,5.63E+06,2.33E+06,6.37E+00,OM
EXP41_Spleen_Mouse 3.fcs,CD45_EXP41_Spleen_Mouse 3.fcs,41,Spleen,3,41_3,239,Hh+NTHi,144,M,2.33E+07,5.63E+06,3.33E+02,2.52E+00,OM
EXP41_Spleen_Mouse 4.fcs,CD45_EXP41_Spleen_Mouse 4.fcs,41,Spleen,4,41_4,240,Hh+NTHi,144,F,2.33E+07,5.63E+06,0.00E+00,9.60E-01,nOM
EXP41_Spleen_Mouse 5.fcs,CD45_EXP41_Spleen_Mouse 5.fcs,41,Spleen,5,41_5,241,Pam1ug+NTHi,144,M,NA,5.63E+06,1.03E+05,5.01E+00,OM
EXP41_Spleen_Mouse 6.fcs,CD45_EXP41_Spleen_Mouse 6.fcs,41,Spleen,6,41_6,242,Pam1ug+NTHi,144,F,NA,5.63E+06,3.50E+06,6.54E+00,OM
