Tissue,Timepoint,Treatment,Cell_ID,Total_idPerSample,Total_evtsPerSample,Proportion_idPerSample,For_Vlookup,Sample_ID
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,1521,46462,0.03273643,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,1351,46462,0.029077526,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,281,46462,0.006047953,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,Drop,1897,46462,0.040829065,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,500,46462,0.010761483,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,738,46462,0.015883948,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,114,46462,0.002453618,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,204,46462,0.004390685,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,pDCs,372,46462,0.008006543,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,cDC2,35,46462,0.000753304,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,48,46462,0.001033102,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,moDCs,6,46462,0.000129138,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,149,46462,0.003206922,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,cDC1,8,46462,0.000172184,1_4,1
Nasal Tissue,6,Pam1ug+NTHi,B-cells,9676,20277,0.477190906,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,1294,20277,0.063816146,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Drop,1046,20277,0.05158554,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Neutrophils,5340,20277,0.263352567,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,99,20277,0.004882379,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,254,20277,0.012526508,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,626,20277,0.030872417,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,671,20277,0.03309168,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,156,20277,0.007693446,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,419,20277,0.020663806,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,pDCs,281,20277,0.013858066,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,99,20277,0.004882379,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,210,20277,0.010356562,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,22,20277,0.001084973,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,cDC2,9,20277,0.000443853,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,71,20277,0.003501504,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,cDC1,4,20277,0.000197268,1_5,2
Nasal Tissue,6,Pam1ug+NTHi,Neutrophils,4274,24637,0.173478914,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,B-cells,15361,24637,0.62349312,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,779,24637,0.031619109,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,224,24637,0.009092016,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Drop,991,24637,0.040224053,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,340,24637,0.013800382,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,1292,24637,0.05244145,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,283,24637,0.011486788,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,pDCs,448,24637,0.018184032,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,332,24637,0.013475667,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,81,24637,0.003287738,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,57,24637,0.002313593,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,moDCs,10,24637,0.000405894,1_6,2
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,68,24637,0.002760076,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,31,24637,0.00125827,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,57,24637,0.002313593,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,cDC2,5,24637,0.000202947,1_6,3
Nasal Tissue,6,Pam1ug+NTHi,cDC1,4,24637,0.000162357,1_6,3
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,16954,79646,0.212866936,1_4,1
Spleen,6,Pam1ug+NTHi,Neutrophils,4513,79646,0.056663235,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,5380,79646,0.067548904,1_4,1
Spleen,6,Pam1ug+NTHi,B-cells,40409,79646,0.507357557,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,918,79646,0.011526003,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,5451,79646,0.068440349,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,396,79646,0.004972001,1_4,1
Spleen,6,Pam1ug+NTHi,Drop,1503,79646,0.018871004,1_4,1
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,307,79646,0.003854556,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,633,79646,0.007947668,1_4,1
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,1378,79646,0.017301559,1_4,1
Spleen,6,Pam1ug+NTHi,Monocytes,236,79646,0.002963112,1_4,1
Spleen,6,Pam1ug+NTHi,cDC1,240,79646,0.003013334,1_4,1
Spleen,6,Pam1ug+NTHi,cDC2,422,79646,0.005298446,1_4,1
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,369,79646,0.004633001,1_4,1
Spleen,6,Pam1ug+NTHi,pDCs,533,79646,0.006692113,1_4,1
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,2,79646,2.51111E-05,1_4,1
Spleen,6,Pam1ug+NTHi,moDCs,2,79646,2.51111E-05,1_4,1
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,4869,59745,0.08149636,1_5,2
Spleen,6,Pam1ug+NTHi,B-cells,29348,59745,0.491221023,1_5,2
Spleen,6,Pam1ug+NTHi,Neutrophils,3636,59745,0.060858649,1_5,2
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,4262,59745,0.071336514,1_5,2
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,12604,59745,0.210963261,1_5,2
Spleen,6,Pam1ug+NTHi,Drop,1057,59745,0.017691857,1_5,2
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,382,59745,0.00639384,1_5,2
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,750,59745,0.012553352,1_5,2
Spleen,6,Pam1ug+NTHi,cDC1,186,59745,0.003113231,1_5,2
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,759,59745,0.012703992,1_5,2
Spleen,6,Pam1ug+NTHi,Monocytes,164,59745,0.002745,1_5,2
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,439,59745,0.007347895,1_5,2
Spleen,6,Pam1ug+NTHi,pDCs,477,59745,0.007983932,1_5,2
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,320,59745,0.005356097,1_5,2
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,199,59745,0.003330823,1_5,2
Spleen,6,Pam1ug+NTHi,cDC2,290,59745,0.004853963,1_5,2
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,2,59745,3.34756E-05,1_5,2
Spleen,6,Pam1ug+NTHi,moDCs,1,59745,1.67378E-05,1_5,2
Spleen,6,Pam1ug+NTHi,B-cells,41738,80647,0.5175394,1_6,3
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,16932,80647,0.209952013,1_6,3
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,1093,80647,0.013552891,1_6,3
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,5384,80647,0.066760078,1_6,3
Spleen,6,Pam1ug+NTHi,Neutrophils,3224,80647,0.039976689,1_6,3
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,6519,80647,0.080833757,1_6,3
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,1029,80647,0.012759309,1_6,3
Spleen,6,Pam1ug+NTHi,pDCs,714,80647,0.008853398,1_6,3
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,706,80647,0.0087542,1_6,3
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,444,80647,0.005505474,1_6,3
Spleen,6,Pam1ug+NTHi,cDC2,428,80647,0.005307079,1_6,3
Spleen,6,Pam1ug+NTHi,cDC1,229,80647,0.002839535,1_6,3
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,330,80647,0.004091907,1_6,3
Spleen,6,Pam1ug+NTHi,Drop,1407,80647,0.017446402,1_6,3
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,313,80647,0.003881112,1_6,3
Spleen,6,Pam1ug+NTHi,Monocytes,146,80647,0.001810359,1_6,3
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,10,80647,0.000123997,1_6,3
Spleen,6,Pam1ug+NTHi,moDCs,1,80647,1.23997E-05,1_6,3
Lung,6,Pam1ug+NTHi,CD4+ T-cells,9786,44189,0.221457829,10_3,4
Lung,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,1927,44189,0.043608138,10_3,4
Lung,6,Pam1ug+NTHi,B-cells,11632,44189,0.263232931,10_3,4
Lung,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,1993,44189,0.045101722,10_3,4
Lung,6,Pam1ug+NTHi,Drop,3224,44189,0.072959334,10_3,4
Lung,6,Pam1ug+NTHi,Unknown Myeloid,1639,44189,0.037090679,10_3,4
Lung,6,Pam1ug+NTHi,Ly6C- NK cells,2152,44189,0.048699903,10_3,4
Lung,6,Pam1ug+NTHi,Neutrophils,5059,44189,0.114485505,10_3,4
Lung,6,Pam1ug+NTHi,Monocytes,1380,44189,0.031229492,10_3,4
Lung,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,1678,44189,0.037973251,10_3,4
Lung,6,Pam1ug+NTHi,moDCs,872,44189,0.019733418,10_3,4
Lung,6,Pam1ug+NTHi,Ly6C+ NK cells,1876,44189,0.042454004,10_3,4
Lung,6,Pam1ug+NTHi,CD103+CD4+ T-cells,393,44189,0.008893616,10_3,4
Lung,6,Pam1ug+NTHi,pDCs,160,44189,0.003620811,10_3,4
Lung,6,Pam1ug+NTHi,cDC1,178,44189,0.004028152,10_3,4
Lung,6,Pam1ug+NTHi,CD206+ Macrophages,187,44189,0.004231822,10_3,4
Lung,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,19,44189,0.000429971,10_3,4
Lung,6,Pam1ug+NTHi,cDC2,34,44189,0.000769422,10_3,4
Lung,6,Pam1ug+NTHi,CD4+ T-cells,10970,48097,0.228080753,10_4,5
Lung,6,Pam1ug+NTHi,Neutrophils,5845,48097,0.121525251,10_4,5
Lung,6,Pam1ug+NTHi,B-cells,11304,48097,0.235025054,10_4,5
Lung,6,Pam1ug+NTHi,Drop,3560,48097,0.07401709,10_4,5
Lung,6,Pam1ug+NTHi,Unknown Myeloid,2515,48097,0.052290164,10_4,5
Lung,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,2137,48097,0.044431046,10_4,5
Lung,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,1989,48097,0.041353931,10_4,5
Lung,6,Pam1ug+NTHi,Ly6C+ NK cells,1971,48097,0.040979687,10_4,5
Lung,6,Pam1ug+NTHi,moDCs,1235,48097,0.025677277,10_4,5
Lung,6,Pam1ug+NTHi,pDCs,133,48097,0.002765245,10_4,5
Lung,6,Pam1ug+NTHi,Ly6C- NK cells,2182,48097,0.045366655,10_4,5
Lung,6,Pam1ug+NTHi,Monocytes,1286,48097,0.026737634,10_4,5
Lung,6,Pam1ug+NTHi,cDC1,185,48097,0.003846394,10_4,5
Lung,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,2023,48097,0.042060835,10_4,5
Lung,6,Pam1ug+NTHi,CD103+CD4+ T-cells,432,48097,0.008981849,10_4,5
Lung,6,Pam1ug+NTHi,CD206+ Macrophages,249,48097,0.005177038,10_4,5
Lung,6,Pam1ug+NTHi,cDC2,64,48097,0.001330644,10_4,5
Lung,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,17,48097,0.000353452,10_4,5
Lung,6,Pam1ug+NTHi,Neutrophils,2226,33308,0.066830791,10_5,6
Lung,6,Pam1ug+NTHi,CD4+ T-cells,6476,33308,0.194427765,10_5,6
Lung,6,Pam1ug+NTHi,B-cells,10702,33308,0.321304191,10_5,6
Lung,6,Pam1ug+NTHi,moDCs,659,33308,0.019785037,10_5,6
Lung,6,Pam1ug+NTHi,cDC1,102,33308,0.003062327,10_5,6
Lung,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,1516,33308,0.045514591,10_5,6
Lung,6,Pam1ug+NTHi,Ly6C- NK cells,1975,33308,0.059295064,10_5,6
Lung,6,Pam1ug+NTHi,Drop,2025,33308,0.060796205,10_5,6
Lung,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,1439,33308,0.043202834,10_5,6
Lung,6,Pam1ug+NTHi,Unknown Myeloid,1393,33308,0.041821785,10_5,6
Lung,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,1560,33308,0.046835595,10_5,6
Lung,6,Pam1ug+NTHi,Monocytes,1302,33308,0.039089708,10_5,6
Lung,6,Pam1ug+NTHi,Ly6C+ NK cells,1253,33308,0.03761859,10_5,6
Lung,6,Pam1ug+NTHi,CD103+CD4+ T-cells,309,33308,0.009277051,10_5,6
Lung,6,Pam1ug+NTHi,pDCs,210,33308,0.006304792,10_5,6
Lung,6,Pam1ug+NTHi,CD206+ Macrophages,90,33308,0.002702054,10_5,6
Lung,6,Pam1ug+NTHi,cDC2,61,33308,0.001831392,10_5,6
Lung,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,10,33308,0.000300228,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,B-cells,35854,63195,0.567355012,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Neutrophils,12419,63195,0.196518712,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,2486,63195,0.039338555,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Drop,2801,63195,0.044323127,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,349,63195,0.005522589,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,540,63195,0.00854498,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,2738,63195,0.043326213,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,2416,63195,0.038230873,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,818,63195,0.012944062,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,1262,63195,0.019969934,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,258,63195,0.004082601,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,301,63195,0.004763035,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,pDCs,615,63195,0.009731783,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,242,63195,0.003829417,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,cDC1,24,63195,0.000379777,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,58,63195,0.000917794,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,cDC2,12,63195,0.000189888,10_3,4
Nasal Tissue,6,Pam1ug+NTHi,moDCs,2,63195,3.16481E-05,10_3,3
Nasal Tissue,6,Pam1ug+NTHi,B-cells,39652,75059,0.528277755,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Neutrophils,14358,75059,0.191289519,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,cDC1,32,75059,0.000426331,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,4181,75059,0.055702847,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,422,75059,0.005622244,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,2646,75059,0.035252268,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Drop,3878,75059,0.051666023,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,3042,75059,0.040528118,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,1576,75059,0.020996816,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,2050,75059,0.027311848,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,833,75059,0.011097936,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,436,75059,0.005808764,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,pDCs,675,75059,0.008992926,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,512,75059,0.006821301,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,640,75059,0.008526626,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,94,75059,0.001252348,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,cDC2,29,75059,0.000386363,10_4,5
Nasal Tissue,6,Pam1ug+NTHi,moDCs,3,75059,3.99686E-05,10_4,4
Nasal Tissue,6,Pam1ug+NTHi,B-cells,17343,33962,0.510658972,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Neutrophils,7062,33962,0.207938284,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Drop,2063,33962,0.060744361,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Unknown Myeloid,1154,33962,0.033979153,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,pDCs,553,33962,0.016282904,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,54,33962,0.001590012,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Monocytes,1406,33962,0.041399211,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Ly6C- NK cells,757,33962,0.022289618,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,CD4+ T-cells,432,33962,0.012720099,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,141,33962,0.004151699,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,2099,33962,0.06180437,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,CD103+CD4+ T-cells,138,33962,0.004063365,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,CD206+ Macrophages,465,33962,0.013691773,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,cDC1,21,33962,0.000618338,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,100,33962,0.002944467,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,Ly6C+ NK cells,143,33962,0.004210588,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,cDC2,27,33962,0.000795006,10_5,6
Nasal Tissue,6,Pam1ug+NTHi,moDCs,4,33962,0.000117779,10_5,5
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,59095,247296,0.238964642,10_3,4
Spleen,6,Pam1ug+NTHi,Neutrophils,7930,247296,0.032066835,10_3,4
Spleen,6,Pam1ug+NTHi,Drop,5120,247296,0.020703934,10_3,4
Spleen,6,Pam1ug+NTHi,B-cells,120539,247296,0.487428021,10_3,4
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,20788,247296,0.084061206,10_3,4
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,18817,247296,0.076091,10_3,4
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,1914,247296,0.007739713,10_3,4
Spleen,6,Pam1ug+NTHi,pDCs,1143,247296,0.004621991,10_3,4
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,1250,247296,0.005054671,10_3,4
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,1371,247296,0.005543964,10_3,4
Spleen,6,Pam1ug+NTHi,cDC2,2053,247296,0.008301792,10_3,4
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,2024,247296,0.008184524,10_3,4
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,3102,247296,0.012543672,10_3,4
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,604,247296,0.002442417,10_3,4
Spleen,6,Pam1ug+NTHi,cDC1,853,247296,0.003449308,10_3,4
Spleen,6,Pam1ug+NTHi,Monocytes,683,247296,0.002761872,10_3,4
Spleen,6,Pam1ug+NTHi,moDCs,6,247296,2.42624E-05,10_3,4
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,4,247296,1.61749E-05,10_3,4
Spleen,6,Pam1ug+NTHi,B-cells,83047,156743,0.529829083,10_4,5
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,10089,156743,0.064366511,10_4,5
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,34426,156743,0.219633413,10_4,5
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,11232,156743,0.071658702,10_4,5
Spleen,6,Pam1ug+NTHi,Drop,3284,156743,0.020951494,10_4,5
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,1773,156743,0.01131151,10_4,5
Spleen,6,Pam1ug+NTHi,Neutrophils,5528,156743,0.035267923,10_4,5
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,844,156743,0.00538461,10_4,5
Spleen,6,Pam1ug+NTHi,cDC2,1124,156743,0.007170974,10_4,5
Spleen,6,Pam1ug+NTHi,cDC1,453,156743,0.002890081,10_4,5
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,1222,156743,0.007796201,10_4,5
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,462,156743,0.0029475,10_4,5
Spleen,6,Pam1ug+NTHi,pDCs,862,156743,0.005499448,10_4,5
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,922,156743,0.00588224,10_4,5
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,1141,156743,0.007279432,10_4,5
Spleen,6,Pam1ug+NTHi,Monocytes,320,156743,0.002041558,10_4,5
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,13,156743,8.29383E-05,10_4,5
Spleen,6,Pam1ug+NTHi,moDCs,1,156743,6.37987E-06,10_4,5
Spleen,6,Pam1ug+NTHi,B-cells,85137,160575,0.530200841,10_5,6
Spleen,6,Pam1ug+NTHi,Neutrophils,6182,160575,0.038499144,10_5,6
Spleen,6,Pam1ug+NTHi,cDC2,1506,160575,0.009378795,10_5,6
Spleen,6,Pam1ug+NTHi,Ly6C+CD8+ T-cells,11495,160575,0.071586486,10_5,6
Spleen,6,Pam1ug+NTHi,CD206+ Macrophages,2043,160575,0.012723027,10_5,6
Spleen,6,Pam1ug+NTHi,CD4+ T-cells,31869,160575,0.198468006,10_5,6
Spleen,6,Pam1ug+NTHi,Ly6C-CD8+ T-cells,10177,160575,0.063378484,10_5,6
Spleen,6,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,820,160575,0.005106648,10_5,6
Spleen,6,Pam1ug+NTHi,Monocytes,653,160575,0.004066636,10_5,6
Spleen,6,Pam1ug+NTHi,CD103+CD4+ T-cells,773,160575,0.00481395,10_5,6
Spleen,6,Pam1ug+NTHi,Drop,3257,160575,0.020283357,10_5,6
Spleen,6,Pam1ug+NTHi,Unknown Myeloid,1290,160575,0.008033629,10_5,6
Spleen,6,Pam1ug+NTHi,Ly6C+ NK cells,1215,160575,0.007566558,10_5,6
Spleen,6,Pam1ug+NTHi,Ly6C- NK cells,2482,160575,0.015456952,10_5,6
Spleen,6,Pam1ug+NTHi,pDCs,1018,160575,0.006339717,10_5,6
Spleen,6,Pam1ug+NTHi,moDCs,6,160575,3.73657E-05,10_5,6
Spleen,6,Pam1ug+NTHi,cDC1,650,160575,0.004047953,10_5,6
Spleen,6,Pam1ug+NTHi,CD64+MHCII- Macrophages,2,160575,1.24552E-05,10_5,6
Lung,24,Pam1ug+NTHi,Ly6C+CD8+ T-cells,2462,54832,0.044900788,11_3,1
Lung,24,Pam1ug+NTHi,Neutrophils,18820,54832,0.343230231,11_3,1
Lung,24,Pam1ug+NTHi,Drop,2868,54832,0.052305223,11_3,1
Lung,24,Pam1ug+NTHi,CD4+ T-cells,7017,54832,0.127972717,11_3,1
Lung,24,Pam1ug+NTHi,moDCs,439,54832,0.008006274,11_3,1
Lung,24,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,917,54832,0.016723811,11_3,1
Lung,24,Pam1ug+NTHi,B-cells,12716,54832,0.231908375,11_3,1
Lung,24,Pam1ug+NTHi,Ly6C+ NK cells,1752,54832,0.031952145,11_3,1
Lung,24,Pam1ug+NTHi,Monocytes,483,54832,0.008808725,11_3,1
Lung,24,Pam1ug+NTHi,Unknown Myeloid,1678,54832,0.030602568,11_3,1
Lung,24,Pam1ug+NTHi,CD206+ Macrophages,300,54832,0.005471258,11_3,1
Lung,24,Pam1ug+NTHi,Ly6C- NK cells,2420,54832,0.044134812,11_3,1
Lung,24,Pam1ug+NTHi,Ly6C-CD8+ T-cells,1252,54832,0.022833382,11_3,1
Lung,24,Pam1ug+NTHi,pDCs,349,54832,0.006364896,11_3,1
Lung,24,Pam1ug+NTHi,CD103+CD4+ T-cells,932,54832,0.016997374,11_3,1
Lung,24,Pam1ug+NTHi,cDC1,150,54832,0.002735629,11_3,1
Lung,24,Pam1ug+NTHi,cDC2,186,54832,0.00339218,11_3,1
Lung,24,Pam1ug+NTHi,CD64+MHCII- Macrophages,91,54832,0.001659615,11_3,1
Lung,24,Pam1ug+NTHi,Ly6C-CD8+ T-cells,3325,103372,0.032165383,11_4,2
Lung,24,Pam1ug+NTHi,Neutrophils,8803,103372,0.085158457,11_4,2
Lung,24,Pam1ug+NTHi,Ly6C- NK cells,4167,103372,0.040310722,11_4,2
Lung,24,Pam1ug+NTHi,B-cells,45023,103372,0.435543474,11_4,2
Lung,24,Pam1ug+NTHi,CD4+ T-cells,16820,103372,0.162713307,11_4,2
Lung,24,Pam1ug+NTHi,Ly6C+CD8+ T-cells,4978,103372,0.048156174,11_4,2
Lung,24,Pam1ug+NTHi,Drop,6276,103372,0.060712766,11_4,2
Lung,24,Pam1ug+NTHi,Ly6C+ NK cells,3987,103372,0.038569439,11_4,2
Lung,24,Pam1ug+NTHi,Unknown Myeloid,4122,103372,0.039875401,11_4,2
