Tissue,Timepoint,Treatment,Cell_ID,Total_idPerSample,Total_evtsPerSample,Proportion_idPerSample,For_Vlookup,Sample_ID
Nasal Tissue,24,Hh,cDC2,12,23434,0.000512076,2_2,2
Nasal Tissue,24,Hh,CD64+MHCII- Macrophages,71,23434,0.003029786,2_2,2
Nasal Tissue,24,Hh,pDCs,882,39633,0.022254182,2_3,3
Nasal Tissue,24,Hh,CD64+MHCII- Macrophages,207,39633,0.00522292,2_3,3
Nasal Tissue,24,Hh,B-cells,20800,39633,0.524815179,2_3,3
Nasal Tissue,24,Hh,Ly6C(hi)CD64(hi) Monocytes,2188,39633,0.05520652,2_3,3
Nasal Tissue,24,Hh,Neutrophils,8592,39633,0.216789039,2_3,3
Nasal Tissue,24,Hh,Unknown Myeloid,1794,39633,0.045265309,2_3,3
Nasal Tissue,24,Hh,CD206+ Macrophages,548,39633,0.013826861,2_3,3
Nasal Tissue,24,Hh,Monocytes,577,39633,0.014558575,2_3,3
Nasal Tissue,24,Hh,Drop,2004,39633,0.050563924,2_3,3
Nasal Tissue,24,Hh,Ly6C- NK cells,719,39633,0.018141448,2_3,3
Nasal Tissue,24,Hh,Ly6C+ NK cells,192,39633,0.004844448,2_3,3
Nasal Tissue,24,Hh,Ly6C+CD8+ T-cells,263,39633,0.006635884,2_3,3
Nasal Tissue,24,Hh,Ly6C-CD8+ T-cells,226,39633,0.005702319,2_3,3
Nasal Tissue,24,Hh,CD103+CD4+ T-cells,71,39633,0.001791436,2_3,3
Nasal Tissue,24,Hh,CD4+ T-cells,514,39633,0.01296899,2_3,3
Nasal Tissue,24,Hh,cDC2,9,39633,0.000227083,2_3,3
Nasal Tissue,24,Hh,cDC1,42,39633,0.001059723,2_3,3
Nasal Tissue,24,Hh,moDCs,5,39633,0.000126157,2_3,3
Nasal Tissue,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2147,33618,0.063864596,2_4,4
Nasal Tissue,24,Pam1ug,B-cells,15907,33618,0.473169136,2_4,4
Nasal Tissue,24,Pam1ug,pDCs,544,33618,0.016181807,2_4,4
Nasal Tissue,24,Pam1ug,Neutrophils,9059,33618,0.269468737,2_4,4
Nasal Tissue,24,Pam1ug,CD4+ T-cells,573,33618,0.01704444,2_4,4
Nasal Tissue,24,Pam1ug,CD64+MHCII- Macrophages,154,33618,0.004580879,2_4,4
Nasal Tissue,24,Pam1ug,Drop,1563,33618,0.04649295,2_4,4
Nasal Tissue,24,Pam1ug,Unknown Myeloid,1115,33618,0.033166756,2_4,4
Nasal Tissue,24,Pam1ug,CD206+ Macrophages,354,33618,0.010530073,2_4,4
Nasal Tissue,24,Pam1ug,Ly6C- NK cells,789,33618,0.02346957,2_4,4
Nasal Tissue,24,Pam1ug,Monocytes,482,33618,0.014337557,2_4,4
Nasal Tissue,24,Pam1ug,cDC2,26,33618,0.000773395,2_4,4
Nasal Tissue,24,Pam1ug,Ly6C+CD8+ T-cells,245,33618,0.007287763,2_4,4
Nasal Tissue,24,Pam1ug,Ly6C+ NK cells,242,33618,0.007198525,2_4,4
Nasal Tissue,24,Pam1ug,Ly6C-CD8+ T-cells,271,33618,0.008061158,2_4,4
Nasal Tissue,24,Pam1ug,CD103+CD4+ T-cells,110,33618,0.003272057,2_4,4
Nasal Tissue,24,Pam1ug,cDC1,32,33618,0.000951871,2_4,4
Nasal Tissue,24,Pam1ug,moDCs,5,33618,0.00014873,2_4,4
Nasal Tissue,24,Pam1ug,B-cells,15299,35317,0.433190815,2_5,5
Nasal Tissue,24,Pam1ug,CD103+CD4+ T-cells,169,35317,0.004785231,2_5,5
Nasal Tissue,24,Pam1ug,Neutrophils,11850,35317,0.335532463,2_5,5
Nasal Tissue,24,Pam1ug,Drop,1317,35317,0.037290823,2_5,5
Nasal Tissue,24,Pam1ug,Unknown Myeloid,1495,35317,0.042330889,2_5,5
Nasal Tissue,24,Pam1ug,Monocytes,399,35317,0.011297675,2_5,5
Nasal Tissue,24,Pam1ug,pDCs,508,35317,0.014384008,2_5,5
Nasal Tissue,24,Pam1ug,CD4+ T-cells,468,35317,0.013251409,2_5,5
Nasal Tissue,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2058,35317,0.05827222,2_5,5
Nasal Tissue,24,Pam1ug,CD206+ Macrophages,393,35317,0.011127785,2_5,5
Nasal Tissue,24,Pam1ug,Ly6C+ NK cells,183,35317,0.005181641,2_5,5
Nasal Tissue,24,Pam1ug,cDC2,30,35317,0.000849449,2_5,5
Nasal Tissue,24,Pam1ug,Ly6C- NK cells,587,35317,0.016620891,2_5,5
Nasal Tissue,24,Pam1ug,moDCs,9,35317,0.000254835,2_5,5
Nasal Tissue,24,Pam1ug,Ly6C+CD8+ T-cells,149,35317,0.004218931,2_5,5
Nasal Tissue,24,Pam1ug,Ly6C-CD8+ T-cells,128,35317,0.003624317,2_5,5
Nasal Tissue,24,Pam1ug,CD64+MHCII- Macrophages,238,35317,0.006738964,2_5,5
Nasal Tissue,24,Pam1ug,cDC1,37,35317,0.001047654,2_5,5
Nasal Tissue,24,Pam1ug,B-cells,21149,41181,0.51356208,2_6,6
Nasal Tissue,24,Pam1ug,Neutrophils,10345,41181,0.251208081,2_6,6
Nasal Tissue,24,Pam1ug,Unknown Myeloid,2183,41181,0.053009883,2_6,6
Nasal Tissue,24,Pam1ug,Drop,1777,41181,0.043150968,2_6,6
Nasal Tissue,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2299,41181,0.055826716,2_6,6
Nasal Tissue,24,Pam1ug,pDCs,566,41181,0.013744202,2_6,6
Nasal Tissue,24,Pam1ug,Ly6C- NK cells,868,41181,0.021077681,2_6,6
Nasal Tissue,24,Pam1ug,CD206+ Macrophages,303,41181,0.007357762,2_6,6
Nasal Tissue,24,Pam1ug,Monocytes,515,41181,0.012505767,2_6,6
Nasal Tissue,24,Pam1ug,Ly6C+ NK cells,105,41181,0.00254972,2_6,6
Nasal Tissue,24,Pam1ug,CD4+ T-cells,336,41181,0.008159102,2_6,6
Nasal Tissue,24,Pam1ug,CD103+CD4+ T-cells,220,41181,0.005342269,2_6,6
Nasal Tissue,24,Pam1ug,Ly6C-CD8+ T-cells,93,41181,0.002258323,2_6,6
Nasal Tissue,24,Pam1ug,CD64+MHCII- Macrophages,257,41181,0.006240742,2_6,6
Nasal Tissue,24,Pam1ug,Ly6C+CD8+ T-cells,101,41181,0.002452587,2_6,6
Nasal Tissue,24,Pam1ug,cDC2,30,41181,0.000728491,2_6,6
Nasal Tissue,24,Pam1ug,cDC1,16,41181,0.000388529,2_6,6
Nasal Tissue,24,Pam1ug,moDCs,18,41181,0.000437095,2_6,6
Spleen,24,Hh,B-cells,25282,54097,0.467345694,2_1,1
Spleen,24,Hh,CD206+ Macrophages,1176,54097,0.021738729,2_1,1
Spleen,24,Hh,CD4+ T-cells,13265,54097,0.245207682,2_1,1
Spleen,24,Hh,Ly6C-CD8+ T-cells,3501,54097,0.064717082,2_1,1
Spleen,24,Hh,Neutrophils,1513,54097,0.027968279,2_1,1
Spleen,24,Hh,Ly6C+CD8+ T-cells,5263,54097,0.097288205,2_1,1
Spleen,24,Hh,Unknown Myeloid,359,54097,0.006636228,2_1,1
Spleen,24,Hh,pDCs,272,54097,0.005028005,2_1,1
Spleen,24,Hh,Ly6C- NK cells,724,54097,0.013383367,2_1,1
Spleen,24,Hh,Ly6C(hi)CD64(hi) Monocytes,117,54097,0.002162782,2_1,1
Spleen,24,Hh,Drop,1321,54097,0.024419099,2_1,1
Spleen,24,Hh,Ly6C+ NK cells,462,54097,0.008540215,2_1,1
Spleen,24,Hh,CD103+CD4+ T-cells,295,54097,0.005453167,2_1,1
Spleen,24,Hh,Monocytes,53,54097,0.000979722,2_1,1
Spleen,24,Hh,cDC2,327,54097,0.006044697,2_1,1
Spleen,24,Hh,cDC1,160,54097,0.00295765,2_1,1
Spleen,24,Hh,CD64+MHCII- Macrophages,6,54097,0.000110912,2_1,1
Spleen,24,Hh,moDCs,1,54097,1.84853E-05,2_1,1
Spleen,24,Hh,Ly6C+CD8+ T-cells,13647,130840,0.104302965,2_2,2
Spleen,24,Hh,B-cells,61929,130840,0.473318557,2_2,2
Spleen,24,Hh,CD4+ T-cells,32194,130840,0.246056252,2_2,2
Spleen,24,Hh,Ly6C-CD8+ T-cells,9043,130840,0.06911495,2_2,2
Spleen,24,Hh,Drop,2072,130840,0.015836136,2_2,2
Spleen,24,Hh,Ly6C- NK cells,1834,130840,0.01401712,2_2,2
Spleen,24,Hh,Ly6C+ NK cells,1219,130840,0.009316723,2_2,2
Spleen,24,Hh,CD206+ Macrophages,1487,130840,0.011365026,2_2,2
Spleen,24,Hh,Neutrophils,3454,130840,0.026398655,2_2,2
Spleen,24,Hh,Unknown Myeloid,868,130840,0.006634057,2_2,2
Spleen,24,Hh,Ly6C(hi)CD64(hi) Monocytes,279,130840,0.002132375,2_2,2
Spleen,24,Hh,Monocytes,156,130840,0.001192296,2_2,2
Spleen,24,Hh,pDCs,661,130840,0.005051972,2_2,2
Spleen,24,Hh,cDC2,870,130840,0.006649343,2_2,2
Spleen,24,Hh,CD103+CD4+ T-cells,699,130840,0.005342403,2_2,2
Spleen,24,Hh,cDC1,411,130840,0.003141241,2_2,2
Spleen,24,Hh,moDCs,11,130840,8.40721E-05,2_2,2
Spleen,24,Hh,CD64+MHCII- Macrophages,6,130840,4.58575E-05,2_2,2
Spleen,24,Hh,Ly6C+CD8+ T-cells,10649,108181,0.098436879,2_3,3
Spleen,24,Hh,CD4+ T-cells,28057,108181,0.259352382,2_3,3
Spleen,24,Hh,CD206+ Macrophages,1653,108181,0.015279947,2_3,3
Spleen,24,Hh,B-cells,46109,108181,0.426220871,2_3,3
Spleen,24,Hh,Neutrophils,3634,108181,0.033591851,2_3,3
Spleen,24,Hh,Monocytes,130,108181,0.00120169,2_3,3
Spleen,24,Hh,Ly6C-CD8+ T-cells,10827,108181,0.10008227,2_3,3
Spleen,24,Hh,CD103+CD4+ T-cells,585,108181,0.005407604,2_3,3
Spleen,24,Hh,pDCs,489,108181,0.004520202,2_3,3
Spleen,24,Hh,Drop,2102,108181,0.019430399,2_3,3
Spleen,24,Hh,Ly6C+ NK cells,556,108181,0.005139535,2_3,3
Spleen,24,Hh,Unknown Myeloid,937,108181,0.00866141,2_3,3
Spleen,24,Hh,cDC2,725,108181,0.006701731,2_3,3
Spleen,24,Hh,cDC1,342,108181,0.003161368,2_3,3
Spleen,24,Hh,Ly6C(hi)CD64(hi) Monocytes,292,108181,0.00269918,2_3,3
Spleen,24,Hh,Ly6C- NK cells,1063,108181,0.009826125,2_3,3
Spleen,24,Hh,moDCs,17,108181,0.000157144,2_3,3
Spleen,24,Hh,CD64+MHCII- Macrophages,14,108181,0.000129413,2_3,3
Spleen,24,Pam1ug,B-cells,100328,209243,0.479480795,2_4,4
Spleen,24,Pam1ug,Ly6C-CD8+ T-cells,19309,209243,0.092280267,2_4,4
Spleen,24,Pam1ug,CD4+ T-cells,50656,209243,0.242091731,2_4,4
Spleen,24,Pam1ug,Ly6C+CD8+ T-cells,16758,209243,0.080088701,2_4,4
Spleen,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,308,209243,0.001471973,2_4,4
Spleen,24,Pam1ug,Neutrophils,7334,209243,0.035050157,2_4,4
Spleen,24,Pam1ug,cDC2,2149,209243,0.010270356,2_4,4
Spleen,24,Pam1ug,Ly6C- NK cells,1817,209243,0.008683684,2_4,4
Spleen,24,Pam1ug,CD206+ Macrophages,1950,209243,0.009319308,2_4,4
Spleen,24,Pam1ug,Drop,3091,209243,0.014772298,2_4,4
Spleen,24,Pam1ug,Unknown Myeloid,905,209243,0.004325115,2_4,4
Spleen,24,Pam1ug,moDCs,5,209243,2.38957E-05,2_4,4
Spleen,24,Pam1ug,CD103+CD4+ T-cells,1043,209243,0.004984635,2_4,4
Spleen,24,Pam1ug,pDCs,1419,209243,0.006781589,2_4,4
Spleen,24,Pam1ug,Ly6C+ NK cells,1007,209243,0.004812586,2_4,4
Spleen,24,Pam1ug,cDC1,925,209243,0.004420697,2_4,4
Spleen,24,Pam1ug,CD64+MHCII- Macrophages,38,209243,0.000181607,2_4,4
Spleen,24,Pam1ug,Monocytes,201,209243,0.000960606,2_4,4
Spleen,24,Pam1ug,B-cells,74249,140723,0.527625193,2_5,5
Spleen,24,Pam1ug,CD4+ T-cells,28271,140723,0.200898218,2_5,5
Spleen,24,Pam1ug,Ly6C+CD8+ T-cells,11799,140723,0.083845569,2_5,5
Spleen,24,Pam1ug,Neutrophils,5234,140723,0.037193636,2_5,5
Spleen,24,Pam1ug,cDC1,602,140723,0.004277908,2_5,5
Spleen,24,Pam1ug,pDCs,1041,140723,0.007397511,2_5,5
Spleen,24,Pam1ug,Ly6C-CD8+ T-cells,9458,140723,0.067210051,2_5,5
Spleen,24,Pam1ug,CD206+ Macrophages,1219,140723,0.008662408,2_5,5
Spleen,24,Pam1ug,cDC2,1178,140723,0.008371055,2_5,5
Spleen,24,Pam1ug,Ly6C+ NK cells,1100,140723,0.007816775,2_5,5
Spleen,24,Pam1ug,Ly6C- NK cells,2126,140723,0.015107694,2_5,5
Spleen,24,Pam1ug,Drop,2210,140723,0.015704611,2_5,5
Spleen,24,Pam1ug,Unknown Myeloid,1080,140723,0.007674652,2_5,5
Spleen,24,Pam1ug,Monocytes,214,140723,0.001520718,2_5,5
Spleen,24,Pam1ug,CD103+CD4+ T-cells,582,140723,0.004135784,2_5,5
Spleen,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,331,140723,0.002352139,2_5,5
Spleen,24,Pam1ug,CD64+MHCII- Macrophages,23,140723,0.000163442,2_5,5
Spleen,24,Pam1ug,moDCs,6,140723,4.2637E-05,2_5,5
Spleen,24,Pam1ug,Ly6C- NK cells,3012,154796,0.019457867,2_6,6
Spleen,24,Pam1ug,B-cells,87916,154796,0.567947492,2_6,6
Spleen,24,Pam1ug,CD4+ T-cells,26714,154796,0.172575519,2_6,6
Spleen,24,Pam1ug,Ly6C-CD8+ T-cells,11368,154796,0.07343859,2_6,6
Spleen,24,Pam1ug,Ly6C+CD8+ T-cells,11008,154796,0.071112949,2_6,6
Spleen,24,Pam1ug,Neutrophils,3038,154796,0.01962583,2_6,6
Spleen,24,Pam1ug,CD206+ Macrophages,1843,154796,0.011905992,2_6,6
Spleen,24,Pam1ug,pDCs,1210,154796,0.007816739,2_6,6
Spleen,24,Pam1ug,Drop,2734,154796,0.017661955,2_6,6
Spleen,24,Pam1ug,Unknown Myeloid,1585,154796,0.010239283,2_6,6
Spleen,24,Pam1ug,Ly6C+ NK cells,1313,154796,0.008482131,2_6,6
Spleen,24,Pam1ug,cDC2,1169,154796,0.007551875,2_6,6
Spleen,24,Pam1ug,CD103+CD4+ T-cells,655,154796,0.004231375,2_6,6
Spleen,24,Pam1ug,cDC1,626,154796,0.004044032,2_6,6
Spleen,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,317,154796,0.002047857,2_6,6
Spleen,24,Pam1ug,Monocytes,216,154796,0.001395385,2_6,6
Spleen,24,Pam1ug,CD64+MHCII- Macrophages,61,154796,0.000394067,2_6,6
Spleen,24,Pam1ug,moDCs,11,154796,7.10613E-05,2_6,6
Lung,96,Saline+IAV,Drop,1488,24888,0.05978785,20_1,1
Lung,96,Saline+IAV,Ly6C+ NK cells,1566,24888,0.06292189,20_1,1
Lung,96,Saline+IAV,Ly6C- NK cells,1872,24888,0.075216972,20_1,1
Lung,96,Saline+IAV,B-cells,9528,24888,0.382835101,20_1,1
Lung,96,Saline+IAV,Unknown Myeloid,709,24888,0.028487625,20_1,1
Lung,96,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,1673,24888,0.067221151,20_1,1
Lung,96,Saline+IAV,Ly6C+CD8+ T-cells,1914,24888,0.076904532,20_1,1
Lung,96,Saline+IAV,CD4+ T-cells,3833,24888,0.154009965,20_1,1
Lung,96,Saline+IAV,CD64+MHCII- Macrophages,62,24888,0.00249116,20_1,1
Lung,96,Saline+IAV,pDCs,356,24888,0.014304082,20_1,1
Lung,96,Saline+IAV,CD103+CD4+ T-cells,203,24888,0.008156541,20_1,1
Lung,96,Saline+IAV,CD206+ Macrophages,76,24888,0.00305368,20_1,1
Lung,96,Saline+IAV,Monocytes,456,24888,0.018322083,20_1,1
Lung,96,Saline+IAV,Neutrophils,376,24888,0.015107682,20_1,1
Lung,96,Saline+IAV,cDC1,73,24888,0.00293314,20_1,1
Lung,96,Saline+IAV,Ly6C-CD8+ T-cells,493,24888,0.019808743,20_1,1
Lung,96,Saline+IAV,moDCs,205,24888,0.008236901,20_1,1
Lung,96,Saline+IAV,cDC2,5,24888,0.0002009,20_1,1
Lung,96,Saline+IAV,Ly6C- NK cells,5915,91651,0.064538303,20_2,2
Lung,96,Saline+IAV,B-cells,35700,91651,0.389521118,20_2,2
Lung,96,Saline+IAV,Ly6C-CD8+ T-cells,2396,91651,0.02614265,20_2,2
Lung,96,Saline+IAV,CD4+ T-cells,16019,91651,0.174782599,20_2,2
Lung,96,Saline+IAV,Ly6C+ NK cells,6126,91651,0.066840515,20_2,2
Lung,96,Saline+IAV,Ly6C+CD8+ T-cells,9813,91651,0.107069208,20_2,2
Lung,96,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,3218,91651,0.035111455,20_2,2
Lung,96,Saline+IAV,pDCs,1153,91651,0.012580332,20_2,2
Lung,96,Saline+IAV,Monocytes,1280,91651,0.013966023,20_2,2
Lung,96,Saline+IAV,Drop,5904,91651,0.064418282,20_2,2
Lung,96,Saline+IAV,CD103+CD4+ T-cells,644,91651,0.007026655,20_2,2
Lung,96,Saline+IAV,Neutrophils,726,91651,0.007921354,20_2,2
Lung,96,Saline+IAV,moDCs,237,91651,0.002585896,20_2,2
Lung,96,Saline+IAV,CD206+ Macrophages,209,91651,0.00228039,20_2,2
Lung,96,Saline+IAV,CD64+MHCII- Macrophages,220,91651,0.00240041,20_2,2
Lung,96,Saline+IAV,Unknown Myeloid,1836,91651,0.020032515,20_2,2
Lung,96,Saline+IAV,cDC1,231,91651,0.002520431,20_2,2
Lung,96,Saline+IAV,cDC2,24,91651,0.000261863,20_2,2
Lung,96,Hh+IAV,Ly6C- NK cells,5328,78016,0.068293683,20_3,1
Lung,96,Hh+IAV,CD4+ T-cells,9919,78016,0.127140587,20_3,1
Lung,96,Hh+IAV,CD64+MHCII- Macrophages,187,78016,0.002396944,20_3,1
Lung,96,Hh+IAV,Monocytes,1374,78016,0.017611772,20_3,1
Lung,96,Hh+IAV,B-cells,34627,78016,0.443844852,20_3,1
Lung,96,Hh+IAV,Neutrophils,3450,78016,0.044221698,20_3,1
Lung,96,Hh+IAV,moDCs,228,78016,0.002922477,20_3,1
Lung,96,Hh+IAV,Unknown Myeloid,2149,78016,0.027545632,20_3,1
Lung,96,Hh+IAV,Drop,4543,78016,0.058231645,20_3,1
Lung,96,Hh+IAV,Ly6C+CD8+ T-cells,4512,78016,0.05783429,20_3,1
Lung,96,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,4298,78016,0.055091263,20_3,1
Lung,96,Hh+IAV,pDCs,1001,78016,0.012830701,20_3,1
Lung,96,Hh+IAV,Ly6C-CD8+ T-cells,1171,78016,0.015009742,20_3,1
Lung,96,Hh+IAV,Ly6C+ NK cells,4159,78016,0.053309578,20_3,1
Lung,96,Hh+IAV,CD206+ Macrophages,146,78016,0.001871411,20_3,1
Lung,96,Hh+IAV,CD103+CD4+ T-cells,657,78016,0.008421349,20_3,1
Lung,96,Hh+IAV,cDC1,255,78016,0.00326856,20_3,1
Lung,96,Hh+IAV,cDC2,12,78016,0.000153815,20_3,1
Lung,96,Hh+IAV,Ly6C+CD8+ T-cells,10947,112638,0.09718745,20_4,2
Lung,96,Hh+IAV,B-cells,45020,112638,0.399687494,20_4,2
Lung,96,Hh+IAV,Drop,5402,112638,0.047958948,20_4,2
Lung,96,Hh+IAV,Ly6C- NK cells,6340,112638,0.056286511,20_4,2
Lung,96,Hh+IAV,CD4+ T-cells,25560,112638,0.226921643,20_4,2
Lung,96,Hh+IAV,Monocytes,1042,112638,0.009250874,20_4,2
Lung,96,Hh+IAV,pDCs,1110,112638,0.009854578,20_4,2
Lung,96,Hh+IAV,Ly6C-CD8+ T-cells,4070,112638,0.036133454,20_4,2
Lung,96,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,3272,112638,0.029048811,20_4,2
Lung,96,Hh+IAV,Ly6C+ NK cells,4478,112638,0.039755677,20_4,2
Lung,96,Hh+IAV,Unknown Myeloid,2463,112638,0.02186651,20_4,2
Lung,96,Hh+IAV,CD103+CD4+ T-cells,982,112638,0.008718195,20_4,2
Lung,96,Hh+IAV,Neutrophils,702,112638,0.006232355,20_4,2
Lung,96,Hh+IAV,cDC1,489,112638,0.004341341,20_4,2
Lung,96,Hh+IAV,CD64+MHCII- Macrophages,195,112638,0.00173121,20_4,2
Lung,96,Hh+IAV,CD206+ Macrophages,297,112638,0.002636766,20_4,2
Lung,96,Hh+IAV,moDCs,218,112638,0.001935404,20_4,2
Lung,96,Hh+IAV,cDC2,51,112638,0.000452778,20_4,2
Lung,96,Pam1ug+IAV,B-cells,22990,48070,0.47826087,20_5,1
Lung,96,Pam1ug+IAV,Neutrophils,1532,48070,0.031870189,20_5,1
Lung,96,Pam1ug+IAV,CD4+ T-cells,7104,48070,0.147784481,20_5,1
Lung,96,Pam1ug+IAV,Drop,2987,48070,0.062138548,20_5,1
Lung,96,Pam1ug+IAV,Ly6C- NK cells,2704,48070,0.0562513,20_5,1
Lung,96,Pam1ug+IAV,Ly6C+CD8+ T-cells,3495,48070,0.07270647,20_5,1
Lung,96,Pam1ug+IAV,Monocytes,424,48070,0.00882047,20_5,1
Lung,96,Pam1ug+IAV,CD206+ Macrophages,94,48070,0.001955482,20_5,1
Lung,96,Pam1ug+IAV,Ly6C+ NK cells,2362,48070,0.049136676,20_5,1
Lung,96,Pam1ug+IAV,Ly6C-CD8+ T-cells,611,48070,0.01271063,20_5,1
Lung,96,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,1606,48070,0.033409611,20_5,1
Lung,96,Pam1ug+IAV,Unknown Myeloid,1050,48070,0.021843145,20_5,1
Lung,96,Pam1ug+IAV,cDC1,152,48070,0.003162055,20_5,1
Lung,96,Pam1ug+IAV,pDCs,397,48070,0.008258789,20_5,1
Lung,96,Pam1ug+IAV,CD103+CD4+ T-cells,295,48070,0.006136884,20_5,1
Lung,96,Pam1ug+IAV,CD64+MHCII- Macrophages,129,48070,0.002683586,20_5,1
Lung,96,Pam1ug+IAV,moDCs,121,48070,0.002517162,20_5,1
Lung,96,Pam1ug+IAV,cDC2,17,48070,0.000353651,20_5,1
Lung,96,Pam1ug+IAV,Neutrophils,2078,80511,0.025810138,20_6,2
Lung,96,Pam1ug+IAV,Ly6C+CD8+ T-cells,5507,80511,0.068400591,20_6,2
Lung,96,Pam1ug+IAV,B-cells,33055,80511,0.410565016,20_6,2
Lung,96,Pam1ug+IAV,CD4+ T-cells,10893,80511,0.135298282,20_6,2
Lung,96,Pam1ug+IAV,Drop,4844,80511,0.060165692,20_6,2
Lung,96,Pam1ug+IAV,CD103+CD4+ T-cells,1332,80511,0.016544323,20_6,2
Lung,96,Pam1ug+IAV,Unknown Myeloid,3533,80511,0.043882202,20_6,2
Lung,96,Pam1ug+IAV,moDCs,361,80511,0.004483859,20_6,2
Lung,96,Pam1ug+IAV,pDCs,1124,80511,0.013960825,20_6,2
Lung,96,Pam1ug+IAV,cDC1,845,80511,0.01049546,20_6,2
Lung,96,Pam1ug+IAV,Ly6C- NK cells,5299,80511,0.065817093,20_6,2
Lung,96,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,3450,80511,0.042851287,20_6,2
Lung,96,Pam1ug+IAV,CD64+MHCII- Macrophages,483,80511,0.00599918,20_6,2
Lung,96,Pam1ug+IAV,Ly6C-CD8+ T-cells,2539,80511,0.031536063,20_6,2
Lung,96,Pam1ug+IAV,Ly6C+ NK cells,3469,80511,0.04308728,20_6,2
Lung,96,Pam1ug+IAV,CD206+ Macrophages,569,80511,0.007067357,20_6,2
Lung,96,Pam1ug+IAV,Monocytes,1045,80511,0.012979593,20_6,2
Lung,96,Pam1ug+IAV,cDC2,85,80511,0.001055756,20_6,2
Nasal Tissue,96,Saline+IAV,Neutrophils,7672,28041,0.273599372,20_1,1
Nasal Tissue,96,Saline+IAV,B-cells,11875,28041,0.423487037,20_1,1
Nasal Tissue,96,Saline+IAV,CD4+ T-cells,161,28041,0.005741593,20_1,1
Nasal Tissue,96,Saline+IAV,Drop,1883,28041,0.067151671,20_1,1
Nasal Tissue,96,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,3098,28041,0.110481081,20_1,1
Nasal Tissue,96,Saline+IAV,Ly6C+ NK cells,85,28041,0.003031276,20_1,1
Nasal Tissue,96,Saline+IAV,pDCs,495,28041,0.017652723,20_1,1
Nasal Tissue,96,Saline+IAV,Monocytes,873,28041,0.031132984,20_1,1
Nasal Tissue,96,Saline+IAV,CD206+ Macrophages,282,28041,0.010056703,20_1,1
Nasal Tissue,96,Saline+IAV,Unknown Myeloid,734,28041,0.026175957,20_1,1
Nasal Tissue,96,Saline+IAV,Ly6C- NK cells,615,28041,0.021932171,20_1,1
Nasal Tissue,96,Saline+IAV,Ly6C+CD8+ T-cells,91,28041,0.003245248,20_1,1
Nasal Tissue,96,Saline+IAV,Ly6C-CD8+ T-cells,51,28041,0.001818765,20_1,1
Nasal Tissue,96,Saline+IAV,CD64+MHCII- Macrophages,45,28041,0.001604793,20_1,1
Nasal Tissue,96,Saline+IAV,CD103+CD4+ T-cells,67,28041,0.002389358,20_1,1
Nasal Tissue,96,Saline+IAV,cDC2,2,28041,7.13241E-05,20_1,1
Nasal Tissue,96,Saline+IAV,cDC1,12,28041,0.000427945,20_1,1
Nasal Tissue,96,Saline+IAV,B-cells,7496,17013,0.440604244,20_2,2
Nasal Tissue,96,Saline+IAV,Neutrophils,2846,17013,0.167283842,20_2,2
Nasal Tissue,96,Saline+IAV,CD206+ Macrophages,488,17013,0.028683948,20_2,2
Nasal Tissue,96,Saline+IAV,Ly6C- NK cells,538,17013,0.031622877,20_2,2
Nasal Tissue,96,Saline+IAV,Unknown Myeloid,687,17013,0.040380885,20_2,2
Nasal Tissue,96,Saline+IAV,CD64+MHCII- Macrophages,232,17013,0.013636631,20_2,2
Nasal Tissue,96,Saline+IAV,Drop,1042,17013,0.061247281,20_2,2
Nasal Tissue,96,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,1991,17013,0.117028155,20_2,2
Nasal Tissue,96,Saline+IAV,CD4+ T-cells,262,17013,0.015399988,20_2,2
Nasal Tissue,96,Saline+IAV,pDCs,450,17013,0.026450361,20_2,2
Nasal Tissue,96,Saline+IAV,Ly6C+CD8+ T-cells,119,17013,0.006994651,20_2,2
Nasal Tissue,96,Saline+IAV,Ly6C+ NK cells,255,17013,0.014988538,20_2,2
Nasal Tissue,96,Saline+IAV,Monocytes,439,17013,0.025803797,20_2,2
Nasal Tissue,96,Saline+IAV,CD103+CD4+ T-cells,115,17013,0.006759537,20_2,2
Nasal Tissue,96,Saline+IAV,cDC1,26,17013,0.001528243,20_2,2
Nasal Tissue,96,Saline+IAV,Ly6C-CD8+ T-cells,26,17013,0.001528243,20_2,2
Nasal Tissue,96,Saline+IAV,cDC2,1,17013,5.87786E-05,20_2,2
Nasal Tissue,96,Hh+IAV,Neutrophils,20760,81930,0.253387038,20_3,1
Nasal Tissue,96,Hh+IAV,Drop,5500,81930,0.067130477,20_3,1
Nasal Tissue,96,Hh+IAV,pDCs,2098,81930,0.025607226,20_3,1
